.786	.7715	.7328	.4823	001
.9532	.94581	.92365	.6656	002
.90419	.8982	.8802	.5326	003
.96848	.97212	.91758	.7757	004
.7602	.7326	.7158	.4355	005
.94911	.9503	.93373	.6182	006
.90734	.90373	.8917	.5483	007
.94181	.93824	.93468	.5521	008
.95154	.95508	.94563	.664	009
.8854	.8782	.8613	.5114	010
.8472	.8484	.7873	.5483	011
.995175	.995175	.995175	.6837	012
.8024	.7832	.7593	.4489	013
.9372	.93478	.9215	.6015	014
.7708	.7451	.6213	.5751	015
.8504	.8347	.7648	.6054	016
.93597	.92899	.922	.5553	017
.8159	.824	.7459	.5266	018
.8977	.8977	.7879	.695	019
.91446	.90482	.8904	.5928	020
.90315	.8959	.8705	.5697	021
.7716	.7582	.6926	.4629	022
.92279	.92034	.8272	.7364	023
.97111	.96357	.95101	.6846	024
.991597	.9892	.98679	.6873	025
.91544	.91176	.8873	.6119	026
.92253	.91895	.91418	.5801	027
.97212	.96848	.95879	.6421	028
.8768	.872	.8502	.5114	029
.8186	.8126	.7458	.5241	030
.92633	.92029	.8901	.6609	031
.95569	.96168	.94731	.6454	032
.8323	.8098	.7241	.5691	033
.878	.8566	.8495	.5112	034
.95278	.94673	.94068	.5888	035
.92067	.91106	.90024	.5364	036
.9679	.96433	.956	.6384	037
.91259	.91492	.90676	.5407	038
.93103	.94411	.9132	.655	039
.995116	.990232	.98413	.7998	040
.7815	.7696	.6948	.5042	041
.8793	.872	.8524	.5319	042
.7224	.7139	.643	.474	043
.98914	.98673	.98432	.7027	044
.93832	.92764	.91696	.5728	045
.8471	.8353	.7729	.5549	046
.91173	.91173	.8972	.5389	047
.998792	.998792	.997585	.7757	048
.8249	.7781	.7361	.5048	049
.7314	.6775	.5851	.4757	050
.92883	.90154	.8731	.5999	051
.96879	.96504	.5268	.889	052
.97139	.96901	.96782	.6201	053
.8484	.8301	.8166	.4696	054
.90706	.8953	.8812	.5454	055
.8901	.883	.8676	.5486	056
.97711	.9759	.96506	.6778	057
.7506	.7458	.6933	.4637	058
.8877	.8732	.8237	.5972	059
.8717	.8645	.8321	.5418	060
.8443	.8275	.8072	.4819	061
.91422	.90717	.8989	.5957	062
.7698	.7454	.6711	.542	063
.94418	.94299	.9038	.6513	064
.92597	.92354	.7816	.7568	065
.98227	.98109	.97518	.6223	066
.7573	.7402	.6951	.4634	067
.832	.8331	.7981	.5373	068
.8446	.8458	.7687	.6096	069
.8002	.8075	.7494	.5304	070
.97356	.97115	.96875	.6409	071
.91201	.91082	.8668	.5938	072
.736	.7455	.6647	.4493	073
.92086	.91966	.8921	.6305	074
.7428	.7141	.6782	.4253	075
.96019	.95199	.95082	.6124	076
.94662	.94662	.93476	.638	077
.92083	.90499	.8867	.5258	078
.8117	.7971	.7641	.4675	079
.8828	.8877	.8352	.596	080
.95171	.95406	.947	.5858	081
.8355	.8189	.8059	.4524	082
.8795	.8679	.8494	.5505	083
.91183	.8968	.8968	.5607	084
.7881	.7595	.6976	.4965	085
.8473	.8473	.7929	.5053	086
.93668	.92593	.91278	.5655	087
.7277	.696	.6825	.3839	088
.8497	.8424	.823	.5142	089
.90476	.8976	.8881	.5385	090
.8064	.7816	.7462	.469	091
.91304	.90012	.8613	.6281	092
.93066	.92336	.90389	.577	093
.8685	.8756	.8377	.5454	094
.8756	.8698	.8442	.568	095
.8999	.90107	.8832	.5677	096
.93229	.92987	.91657	.5542	097
.8482	.8493	.8126	.571	098
.699	.6711	.5631	.4447	099
.8751	.8751	.8413	.515	100
